ui,uj,distance
BDSU021,BDSU011,127.3614682
BDSU021,BDSU012,226.4507412
BDSU021,BDSU013,205.6688536
BDSU021,BDSU014,122.077527
BDSU021,BDSU015,116.8471599
BDSU021,BDSU016,122.8172062
BDSU021,BDSU017,67.64322864
BDSU021,BDSU018,118.9228733
BDSU021,BDSU019,
BDSU021,BDSU020,35.59268794
BDSU021,BDSU021,0
BDSU021,BDSU022,80.75763984
BDSU021,BDSU023,52.17169769
BDSU021,BDSU024,224.5741489
BDSU021,BDSU025,40.91818172
BDSU021,BDSU026,52.09205061
BDSU021,BDSU027,35.80658394
BDSU021,BDSU028,18.7991561
BDSU021,BDSU029,46.55939482
BDSU021,BDSU030,35.88272903
BDSU021,BDSU031,30.33621574
BDSU021,BDSU032,91.08069245
BDSU021,BDSU033,58.33205339
BDSU021,BDSU034,17.07773209
BDSU021,BDSU035,109.4342237
BDSU021,BDSU036,115.3403407
BDSU021,BDSU037,65.78908457
BDSU021,BDSU038,260.2770394
BDSU021,BDSU039,151.0156621
BDSU021,BDSU040,263.2915122
BDSU021,BDSU041,271.7471491
BDSU021,BDSU042,268.5939448
BDSU021,BDSU043,241.6508962
BDSU021,BDSU044,262.3729268
BDSU021,BDSU045,255.963588
BDSU021,BDSU046,83.92569157
BDSU021,BDSU047,81.59361887
BDSU021,BDSU048,261.1216589
BDSU021,BDSU049,251.8775909
BDSU021,BDSU050,64.27618882
BDSU021,BDSU051,96.36640017
BDSU021,BDSU052,36.12820694
BDSU021,BDSU053,18.10113774
BDSU021,BDSU054,100.8789817
BDSU021,BDSU055,70.90865978
BDSU021,BDSU056,61.740451
BDSU021,BDSU057,86.48077511
BDSU021,BDSU058,64.52665803
BDSU021,BDSU059,30.06695633
BDSU021,BDSU060,83.33903416
BDSU021,BDSU061,103.0442559
BDSU021,BDSU062,92.01801478
BDSU021,BDSU063,106.6856259
BDSU021,BDSU064,87.50877415
BDSU021,BDSU065,114.4327317
BDSU021,BDSU066,97.89027696
BDSU021,BDSU067,103.1369367
BDSU021,BDSU068,106.6856259
BDSU021,BDSU069,94.35755541
BDSU021,BDSU070,99.38196682
BDSU021,BDSU071,86.81278326
BDSU021,BDSU072,93.61555168
BDSU021,BDSU073,41.39423605
BDSU021,BDSU074,154.2629304
BDSU021,BDSU075,154.1094163
BDSU021,BDSU076,89.91720315
BDSU021,BDSU077,124.1747815
BDSU021,BDSU078,72.91924618
BDSU021,BDSU079,99.95309824
BDSU022,BDSU001,259.8685168
BDSU022,BDSU002,263.8027743
BDSU022,BDSU003,146.6522475
BDSU022,BDSU004,148.1590716
BDSU022,BDSU005,130.0960094
BDSU022,BDSU006,249.1028843
BDSU022,BDSU007,118.4140155
BDSU022,BDSU008,125.7051763
BDSU022,BDSU009,124.2295482
BDSU022,BDSU010,260.9251802
BDSU022,BDSU011,122.3780787
BDSU022,BDSU012,246.2825755
BDSU022,BDSU013,236.0670805
BDSU022,BDSU014,146.9192908
BDSU022,BDSU015,142.6524345
BDSU022,BDSU016,146.8148531
BDSU022,BDSU017,88.96990057
BDSU022,BDSU018,148.5202814
BDSU022,BDSU019,
BDSU022,BDSU020,115.7767825
BDSU022,BDSU021,80.75763984
BDSU022,BDSU022,0
BDSU022,BDSU023,28.59770362
BDSU022,BDSU024,257.2864941
BDSU022,BDSU025,39.83985262
BDSU022,BDSU026,131.7038935
BDSU022,BDSU027,116.4710727
BDSU022,BDSU028,96.53069651
BDSU022,BDSU029,126.8064962
BDSU022,BDSU030,102.3859503
BDSU022,BDSU031,109.3449798
BDSU022,BDSU032,136.7151185
BDSU022,BDSU033,117.3653304
BDSU022,BDSU034,94.80618708
BDSU022,BDSU035,150.6670919
BDSU022,BDSU036,144.8573328
BDSU022,BDSU037,97.39206302
BDSU022,BDSU038,269.2875021
BDSU022,BDSU039,172.8142283
BDSU022,BDSU040,271.9946241
BDSU022,BDSU041,271.1549047
BDSU022,BDSU042,271.1812933
BDSU022,BDSU043,254.8820932
BDSU022,BDSU044,265.1186644
BDSU022,BDSU045,278.4057856
BDSU022,BDSU046,65.37296796
BDSU022,BDSU047,60.74455816
BDSU022,BDSU048,263.2910887
BDSU022,BDSU049,276.3283207
BDSU022,BDSU050,109.15603
BDSU022,BDSU051,121.4284825
BDSU022,BDSU052,44.8741877
BDSU022,BDSU053,89.79966069
BDSU022,BDSU054,181.6312823
BDSU022,BDSU055,150.9033444
BDSU022,BDSU056,142.49028
BDSU022,BDSU057,166.542329
BDSU022,BDSU058,144.9588921
BDSU022,BDSU059,57.67098612
BDSU022,BDSU060,163.858655
BDSU022,BDSU061,183.7928352
BDSU022,BDSU062,172.4568282
BDSU022,BDSU063,186.1495062
BDSU022,BDSU064,167.9211359
BDSU022,BDSU065,193.5495142
BDSU022,BDSU066,176.8751518
BDSU022,BDSU067,183.6525104
BDSU022,BDSU068,186.1495062
BDSU022,BDSU069,172.3695686
BDSU022,BDSU070,176.4154962
BDSU022,BDSU071,167.3346252
BDSU022,BDSU072,164.0633888
BDSU022,BDSU073,106.9831303
BDSU022,BDSU074,172.3953231
BDSU022,BDSU075,168.9748576
BDSU022,BDSU076,170.6019914
BDSU022,BDSU077,203.2975298
BDSU022,BDSU078,153.4308343
BDSU022,BDSU079,180.6762421
BDSU023,BDSU001,253.4925887
BDSU023,BDSU002,259.4064627
BDSU023,BDSU003,134.3092214
BDSU023,BDSU004,134.0375075
BDSU023,BDSU005,125.4402773
BDSU023,BDSU006,240.2824696
BDSU023,BDSU007,116.1043793
BDSU023,BDSU008,118.47518
BDSU023,BDSU009,117.1078168
BDSU023,BDSU010,251.7774955
BDSU023,BDSU011,118.6651912
BDSU023,BDSU012,236.944414
BDSU023,BDSU013,223.0426188
BDSU023,BDSU014,133.7514681
BDSU023,BDSU015,129.0038956
BDSU023,BDSU016,133.9206766
BDSU023,BDSU017,72.98944654
BDSU023,BDSU018,133.8703785
BDSU023,BDSU019,
BDSU023,BDSU020,87.21381167
BDSU023,BDSU021,52.17169769
BDSU023,BDSU022,28.59770362
BDSU023,BDSU023,0
BDSU023,BDSU024,243.7440998
BDSU023,BDSU025,11.2621637
BDSU023,BDSU026,103.4067266
BDSU023,BDSU027,87.92009626
BDSU023,BDSU028,68.1078446
BDSU023,BDSU029,98.3614976
BDSU023,BDSU030,75.46200677
BDSU023,BDSU031,81.07906938
BDSU023,BDSU032,115.775457
BDSU023,BDSU033,92.42005013
BDSU023,BDSU034,66.57501082
BDSU023,BDSU035,131.4252568
BDSU023,BDSU036,130.0975571
BDSU023,BDSU037,79.08527852
BDSU023,BDSU038,263.9664312
BDSU023,BDSU039,161.4734966
BDSU023,BDSU040,266.8099032
BDSU023,BDSU041,269.2612737
BDSU023,BDSU042,268.1518889
BDSU023,BDSU043,247.924526
BDSU023,BDSU044,261.9685326
BDSU023,BDSU045,268.5286007
BDSU023,BDSU046,61.99798004
BDSU023,BDSU047,57.65507052
BDSU023,BDSU048,260.3263563
BDSU023,BDSU049,265.7480059
BDSU023,BDSU050,88.04841622
BDSU023,BDSU051,106.9961613
BDSU023,BDSU052,16.61230305
BDSU023,BDSU053,62.09510575
BDSU023,BDSU054,153.050545
BDSU023,BDSU055,122.5468724
BDSU023,BDSU056,113.8960308
BDSU023,BDSU057,138.182522
BDSU023,BDSU058,116.4834089
BDSU023,BDSU059,31.60267026
BDSU023,BDSU060,135.2783237
BDSU023,BDSU061,155.2150125
BDSU023,BDSU062,143.889084
BDSU023,BDSU063,157.7639295
BDSU023,BDSU064,139.3562592
BDSU023,BDSU065,165.2414778
BDSU023,BDSU066,148.5751522
BDSU023,BDSU067,155.0754858
BDSU023,BDSU068,157.7639295
BDSU023,BDSU069,144.2581478
BDSU023,BDSU070,148.5185124
BDSU023,BDSU071,138.7545353
BDSU023,BDSU072,137.5512108
BDSU023,BDSU073,80.38131983
BDSU023,BDSU074,161.0244869
BDSU023,BDSU075,158.6142607
BDSU023,BDSU076,142.0541425
BDSU023,BDSU077,174.997245
BDSU023,BDSU078,124.8497188
BDSU023,BDSU079,152.0785678
BDSU024,BDSU001,68.14180632
BDSU024,BDSU002,87.05977674
BDSU024,BDSU003,110.6418101
BDSU024,BDSU004,109.7467753
BDSU024,BDSU005,136.3763846
BDSU024,BDSU006,44.81876367
BDSU024,BDSU007,150.9664646
BDSU024,BDSU008,135.3014599
BDSU024,BDSU009,136.7956206
BDSU024,BDSU010,42.84236668
BDSU024,BDSU011,144.6858123
BDSU024,BDSU012,40.47170846
BDSU024,BDSU013,21.55467083
BDSU024,BDSU014,110.4665902
BDSU024,BDSU015,114.9579023
BDSU024,BDSU016,110.5044652
BDSU024,BDSU017,170.7556556
BDSU024,BDSU018,109.8791451
BDSU024,BDSU019,
BDSU024,BDSU020,225.8972405
BDSU024,BDSU021,224.5741489
BDSU024,BDSU022,257.2864941
BDSU024,BDSU023,243.7440998
BDSU024,BDSU024,0
BDSU024,BDSU025,238.4215842
BDSU024,BDSU026,203.4275016
BDSU024,BDSU027,215.1454272
BDSU024,BDSU028,232.1744528
BDSU024,BDSU029,208.8669404
BDSU024,BDSU030,252.2985908
BDSU024,BDSU031,207.443359
BDSU024,BDSU032,306.8351548
BDSU024,BDSU033,272.4546499
BDSU024,BDSU034,211.239113
BDSU024,BDSU035,324.9596145
BDSU024,BDSU036,113.6560495
BDSU024,BDSU037,165.5032616
BDSU024,BDSU038,80.43757645
BDSU024,BDSU039,85.34836954
BDSU024,BDSU040,82.65014433
BDSU024,BDSU041,112.0024731
BDSU024,BDSU042,101.8164642
BDSU024,BDSU043,61.96152589
BDSU024,BDSU044,98.64765672
BDSU024,BDSU045,43.367741
BDSU024,BDSU046,193.6999561
BDSU024,BDSU047,198.0479823
BDSU024,BDSU048,99.74081867
BDSU024,BDSU049,36.17232143
BDSU024,BDSU050,161.1244387
BDSU024,BDSU051,136.8088312
BDSU024,BDSU052,233.4501759
BDSU024,BDSU053,206.7592858
BDSU024,BDSU054,219.981826
BDSU024,BDSU055,203.3687374
BDSU024,BDSU056,218.5147349
BDSU024,BDSU057,203.3687465
BDSU024,BDSU058,208.6048619
BDSU024,BDSU059,217.3549125
BDSU024,BDSU060,227.5750365
BDSU024,BDSU061,219.9260795
BDSU024,BDSU062,230.8773228
BDSU024,BDSU063,246.6731883
BDSU024,BDSU064,230.2631862
BDSU024,BDSU065,252.6468425
BDSU024,BDSU066,247.2764989
BDSU024,BDSU067,232.28329
BDSU024,BDSU068,246.6731883
BDSU024,BDSU069,251.9682488
BDSU024,BDSU070,258.9770688
BDSU024,BDSU071,228.228332
BDSU024,BDSU072,277.3756266
BDSU024,BDSU073,256.2098807
BDSU024,BDSU074,376.3456222
BDSU024,BDSU075,377.0613355
BDSU024,BDSU076,214.3897274
BDSU024,BDSU077,256.7371183
BDSU024,BDSU078,225.924969
BDSU024,BDSU079,225.1693234
BDSU025,BDSU001,251.0478067
BDSU025,BDSU002,257.7349914
BDSU025,BDSU003,130.0962628
BDSU025,BDSU004,129.0554444
BDSU025,BDSU005,124.5694819
BDSU025,BDSU006,236.8964851
BDSU025,BDSU007,116.3261914
BDSU025,BDSU008,116.640942
BDSU025,BDSU009,115.3400562
BDSU025,BDSU010,248.2204961
BDSU025,BDSU011,118.2792639
BDSU025,BDSU012,233.360138
BDSU025,BDSU013,217.9998991
BDSU025,BDSU014,129.1873947
BDSU025,BDSU015,124.2801044
BDSU025,BDSU016,129.4735095
BDSU025,BDSU017,68.2210722
BDSU025,BDSU018,128.6588665
BDSU025,BDSU019,
BDSU025,BDSU020,76.05603576
BDSU025,BDSU021,40.91818172
BDSU025,BDSU022,39.83985262
BDSU025,BDSU023,11.2621637
BDSU025,BDSU024,238.4215842
BDSU025,BDSU025,0
BDSU025,BDSU026,92.19975233
BDSU025,BDSU027,76.65806782
BDSU025,BDSU028,57.11990553
BDSU025,BDSU029,87.11340679
BDSU025,BDSU030,65.63870587
BDSU025,BDSU031,69.89149054
BDSU025,BDSU032,109.1349674
BDSU025,BDSU033,83.75136917
BDSU025,BDSU034,55.41210459
BDSU025,BDSU035,125.510325
BDSU025,BDSU036,124.8747761
BDSU025,BDSU037,72.98947861
BDSU025,BDSU038,261.9108617
BDSU025,BDSU039,157.4494745
BDSU025,BDSU040,264.8001118
BDSU025,BDSU041,268.5539212
BDSU025,BDSU042,266.9971917
BDSU025,BDSU043,245.2646131
BDSU025,BDSU044,260.7853585
BDSU025,BDSU045,264.6271531
BDSU025,BDSU046,63.44573513
BDSU025,BDSU047,59.48146903
BDSU025,BDSU048,259.2222596
BDSU025,BDSU049,261.5696801
BDSU025,BDSU050,80.38134356
BDSU025,BDSU051,102.2068758
BDSU025,BDSU052,5.903117583
BDSU025,BDSU053,51.20038097
BDSU025,BDSU054,141.7949449
BDSU025,BDSU055,111.3185761
BDSU025,BDSU056,102.6514186
BDSU025,BDSU057,126.9515812
BDSU025,BDSU058,105.2279563
BDSU025,BDSU059,22.47391243
BDSU025,BDSU060,124.0887193
BDSU025,BDSU061,143.9582442
BDSU025,BDSU062,132.7155065
BDSU025,BDSU063,146.7501719
BDSU025,BDSU064,128.1866216
BDSU025,BDSU065,154.2826865
BDSU025,BDSU066,137.6281454
BDSU025,BDSU067,143.8890919
BDSU025,BDSU068,146.7501719
BDSU025,BDSU069,133.4458424
BDSU025,BDSU070,137.8452494
BDSU025,BDSU071,127.5650077
BDSU025,BDSU072,127.7352292
BDSU025,BDSU073,70.74675204
BDSU025,BDSU074,158.5215353
BDSU025,BDSU075,156.5701944
BDSU025,BDSU076,130.7921751
BDSU025,BDSU077,164.0410267
BDSU025,BDSU078,113.6598584
BDSU025,BDSU079,140.845202
BDSU026,BDSU001,240.3372814
BDSU026,BDSU002,252.9563711
BDSU026,BDSU003,122.5724867
BDSU026,BDSU004,115.0703951
BDSU026,BDSU005,144.4799251
BDSU026,BDSU006,219.331152
BDSU026,BDSU007,145.7533892
BDSU026,BDSU008,131.8724238
BDSU026,BDSU009,131.4439597
BDSU026,BDSU010,228.2278756
BDSU026,BDSU011,143.1617126
BDSU026,BDSU012,214.3892011
BDSU026,BDSU013,187.4666965
BDSU026,BDSU014,118.8848901
BDSU026,BDSU015,114.1059199
BDSU026,BDSU016,120.107749
BDSU026,BDSU017,86.45378658
BDSU026,BDSU018,112.7053547
BDSU026,BDSU019,
BDSU026,BDSU020,26.45116994
BDSU026,BDSU021,52.09205061
BDSU026,BDSU022,131.7038935
BDSU026,BDSU023,103.4067266
BDSU026,BDSU024,203.4275016
BDSU026,BDSU025,92.19975233
BDSU026,BDSU026,0
BDSU026,BDSU027,18.08918028
BDSU026,BDSU028,43.09678665
BDSU026,BDSU029,6.884609052
BDSU026,BDSU030,56.75431486
BDSU026,BDSU031,22.36121671
BDSU026,BDSU032,105.0512642
BDSU026,BDSU033,72.09418255
BDSU026,BDSU034,36.90305834
BDSU026,BDSU035,122.5635781
BDSU026,BDSU036,110.028983
BDSU026,BDSU037,77.98900721
BDSU026,BDSU038,253.651565
BDSU026,BDSU039,144.9177107
BDSU026,BDSU040,256.7194074
BDSU026,BDSU041,270.880785
BDSU026,BDSU042,265.803834
BDSU026,BDSU043,233.1995095
BDSU026,BDSU044,259.7862735
BDSU026,BDSU045,240.412335
BDSU026,BDSU046,117.6487908
BDSU026,BDSU047,117.0579112
BDSU026,BDSU048,258.9761475
BDSU026,BDSU049,235.1318157
BDSU026,BDSU050,65.51577131
BDSU026,BDSU051,99.9845332
BDSU026,BDSU052,86.8729486
BDSU026,BDSU053,42.77530906
BDSU026,BDSU054,52.12374966
BDSU026,BDSU055,19.26657632
BDSU026,BDSU056,19.03601981
BDSU026,BDSU057,34.87614386
BDSU026,BDSU058,14.67475756
BDSU026,BDSU059,75.63283593
BDSU026,BDSU060,39.82583869
BDSU026,BDSU061,54.10959223
BDSU026,BDSU062,48.14248425
BDSU026,BDSU063,66.15740228
BDSU026,BDSU064,44.33011919
BDSU026,BDSU065,74.42087025
BDSU026,BDSU066,60.12592645
BDSU026,BDSU067,57.81906369
BDSU026,BDSU068,66.15740228
BDSU026,BDSU069,60.36941442
BDSU026,BDSU070,67.31930105
BDSU026,BDSU071,42.8423327
BDSU026,BDSU072,76.83040091
BDSU026,BDSU073,58.62846891
BDSU026,BDSU074,176.5128825
BDSU026,BDSU075,178.3054957
BDSU026,BDSU076,40.47170071
BDSU026,BDSU077,83.41091356
BDSU026,BDSU078,31.35298033
BDSU026,BDSU079,52.74888139
BDSU027,BDSU001,248.1270284
BDSU027,BDSU002,259.7870227
BDSU027,BDSU003,127.2058362
BDSU027,BDSU004,120.6988917
BDSU027,BDSU005,144.4841976
BDSU027,BDSU006,228.1342411
BDSU027,BDSU007,143.930118
BDSU027,BDSU008,132.2978367
BDSU027,BDSU009,131.6755768
BDSU027,BDSU010,237.5679859
BDSU027,BDSU011,142.135578
BDSU027,BDSU012,223.3879755
BDSU027,BDSU013,198.2022284
BDSU027,BDSU014,123.9249272
BDSU027,BDSU015,118.886176
BDSU027,BDSU016,125.0099535
BDSU027,BDSU017,82.83732014
BDSU027,BDSU018,118.6331757
BDSU027,BDSU019,
BDSU027,BDSU020,10.75314863
BDSU027,BDSU021,35.80658394
BDSU027,BDSU022,116.4710727
BDSU027,BDSU023,87.92009626
BDSU027,BDSU024,215.1454272
BDSU027,BDSU025,76.65806782
BDSU027,BDSU026,18.08918028
BDSU027,BDSU027,0
BDSU027,BDSU028,25.01234433
BDSU027,BDSU029,11.49199434
BDSU027,BDSU030,39.82577509
BDSU027,BDSU031,11.62990201
BDSU027,BDSU032,91.71405807
BDSU027,BDSU033,57.56786548
BDSU027,BDSU034,23.40953389
BDSU027,BDSU035,109.819695
BDSU027,BDSU036,115.5862924
BDSU027,BDSU037,76.21498022
BDSU027,BDSU038,261.1269708
BDSU027,BDSU039,151.3757863
BDSU027,BDSU040,264.1911416
BDSU027,BDSU041,276.5637591
BDSU027,BDSU042,272.0944459
BDSU027,BDSU043,241.1599486
BDSU027,BDSU044,265.9849016
BDSU027,BDSU045,250.6197191
BDSU027,BDSU046,109.7777535
BDSU027,BDSU047,108.5371351
BDSU027,BDSU048,265.0273016
BDSU027,BDSU049,245.6795755
BDSU027,BDSU050,66.78834712
BDSU027,BDSU051,102.1878052
BDSU027,BDSU052,71.66476668
BDSU027,BDSU053,31.16430173
BDSU027,BDSU054,65.21304399
BDSU027,BDSU055,35.57213513
BDSU027,BDSU056,26.42405503
BDSU027,BDSU057,50.9546542
BDSU027,BDSU058,28.81281147
BDSU027,BDSU059,62.42781866
BDSU027,BDSU060,48.70083843
BDSU027,BDSU061,67.35944897
BDSU027,BDSU062,57.46626617
BDSU027,BDSU063,73.63119994
BDSU027,BDSU064,53.07817123
BDSU027,BDSU065,81.72721985
BDSU027,BDSU066,65.79298561
BDSU027,BDSU067,68.31097217
BDSU027,BDSU068,73.63119994
BDSU027,BDSU069,63.86477669
BDSU027,BDSU070,70.0030475
BDSU027,BDSU071,52.12373853
BDSU027,BDSU072,72.65737002
BDSU027,BDSU073,42.45838726
BDSU027,BDSU074,162.171542
BDSU027,BDSU075,163.5364587
BDSU027,BDSU076,54.13418304
BDSU027,BDSU077,91.29100155
BDSU027,BDSU078,38.48961318
BDSU027,BDSU079,64.58710479
BDSU028,BDSU001,259.9476351
BDSU028,BDSU002,270.2799792
BDSU028,BDSU003,136.6666248
BDSU028,BDSU004,131.5762441
BDSU028,BDSU005,147.4400131
BDSU028,BDSU006,241.3997025
BDSU028,BDSU007,144.3870681
BDSU028,BDSU008,136.1540758
BDSU028,BDSU009,135.2898074
BDSU028,BDSU010,251.4554711
BDSU028,BDSU011,143.7434554
BDSU028,BDSU012,236.9381188
BDSU028,BDSU013,214.1294094
BDSU028,BDSU014,133.9846783
BDSU028,BDSU015,128.7741618
BDSU028,BDSU016,134.8677375
BDSU028,BDSU017,83.48529894
BDSU028,BDSU018,129.9357242
BDSU028,BDSU019,
BDSU028,BDSU020,19.96097833
BDSU028,BDSU021,18.7991561
BDSU028,BDSU022,96.53069651
BDSU028,BDSU023,68.1078446
BDSU028,BDSU024,232.1744528
BDSU028,BDSU025,57.11990553
BDSU028,BDSU026,43.09678665
BDSU028,BDSU027,25.01234433
BDSU028,BDSU028,0
BDSU028,BDSU029,36.45962189
BDSU028,BDSU030,20.72204813
BDSU028,BDSU031,26.29763182
BDSU028,BDSU032,77.21234882
BDSU028,BDSU033,42.96759716
BDSU028,BDSU034,21.73213866
BDSU028,BDSU035,95.75351239
BDSU028,BDSU036,126.5312066
BDSU028,BDSU037,79.96240873
BDSU028,BDSU038,272.4549889
BDSU028,BDSU039,162.5716812
BDSU028,BDSU040,275.4956665
BDSU028,BDSU041,285.4381637
BDSU028,BDSU042,281.7998375
BDSU028,BDSU043,253.2491278
BDSU028,BDSU044,275.6070771
BDSU028,BDSU045,265.5390921
BDSU028,BDSU046,102.4771923
BDSU028,BDSU047,100.2616407
BDSU028,BDSU048,274.4611248
BDSU028,BDSU049,261.059999
BDSU028,BDSU050,75.31942126
BDSU028,BDSU051,109.4791443
BDSU028,BDSU052,53.07811643
BDSU028,BDSU053,28.65695621
BDSU028,BDSU054,86.68009902
BDSU028,BDSU055,59.96604046
BDSU028,BDSU056,47.63291127
BDSU028,BDSU057,74.90307717
BDSU028,BDSU058,52.69095353
BDSU028,BDSU059,48.83762027
BDSU028,BDSU060,67.76619183
BDSU028,BDSU061,88.88769347
BDSU028,BDSU062,76.21121471
BDSU028,BDSU063,89.65610901
BDSU028,BDSU064,71.66477479
BDSU028,BDSU065,97.16281752
BDSU028,BDSU066,80.50934447
BDSU028,BDSU067,87.46230157
BDSU028,BDSU068,89.65610901
BDSU028,BDSU069,76.46800822
BDSU028,BDSU070,81.17142792
BDSU028,BDSU071,71.22559199
BDSU028,BDSU072,74.85500791
BDSU028,BDSU073,25.59142848
BDSU028,BDSU074,144.28871
BDSU028,BDSU075,144.8874255
BDSU028,BDSU076,76.42342905
BDSU028,BDSU077,106.9211268
BDSU028,BDSU078,57.40024484
BDSU028,BDSU079,85.05898811
BDSU029,BDSU001,244.5157952
BDSU029,BDSU002,256.8148091
BDSU029,BDSU003,125.5229735
BDSU029,BDSU004,118.3589972
BDSU029,BDSU005,145.7822654
BDSU029,BDSU006,223.8383212
BDSU029,BDSU007,146.3717296
BDSU029,BDSU008,133.3061953
BDSU029,BDSU009,132.8046969
BDSU029,BDSU010,232.9172892
BDSU029,BDSU011,144.0759106
BDSU029,BDSU012,218.9585902
BDSU029,BDSU013,192.5870191
BDSU029,BDSU014,121.9725945
BDSU029,BDSU015,117.0886679
BDSU029,BDSU016,123.1489747
BDSU029,BDSU017,86.20691396
BDSU029,BDSU018,116.0945716
BDSU029,BDSU019,
BDSU029,BDSU020,19.59700887
BDSU029,BDSU021,46.55939482
BDSU029,BDSU022,126.8064962
BDSU029,BDSU023,98.36149759
BDSU029,BDSU024,208.8669404
BDSU029,BDSU025,87.11340679
BDSU029,BDSU026,6.884609052
BDSU029,BDSU027,11.49199434
BDSU029,BDSU028,36.45962189
BDSU029,BDSU029,0
BDSU029,BDSU030,49.88868481
BDSU029,BDSU031,18.08917932
BDSU029,BDSU032,98.90432682
BDSU029,BDSU033,65.61896533
BDSU029,BDSU034,32.34681111
BDSU029,BDSU035,116.5889578
BDSU029,BDSU036,113.2792889
BDSU029,BDSU037,78.39374107
BDSU029,BDSU038,257.7300776
BDSU029,BDSU039,148.5559741
BDSU029,BDSU040,260.7980675
BDSU029,BDSU041,274.3513838
BDSU029,BDSU042,269.4826168
BDSU029,BDSU043,237.4319634
BDSU029,BDSU044,263.4305266
BDSU029,BDSU045,245.3894431
BDSU029,BDSU046,115.8595198
BDSU029,BDSU047,115.0075884
BDSU029,BDSU048,262.5690031
BDSU029,BDSU049,240.2159804
BDSU029,BDSU050,66.9737834
BDSU029,BDSU051,101.9851612
BDSU029,BDSU052,81.93242002
BDSU029,BDSU053,39.03482518
BDSU029,BDSU054,55.56055212
BDSU029,BDSU055,24.3647083
BDSU029,BDSU056,18.79840175
BDSU029,BDSU057,39.92195494
BDSU029,BDSU058,18.18586173
BDSU029,BDSU059,71.53456696
BDSU029,BDSU060,41.05128846
BDSU029,BDSU061,57.64085491
BDSU029,BDSU062,49.69101423
BDSU029,BDSU063,67.02644044
BDSU029,BDSU064,45.56274743
BDSU029,BDSU065,75.26838345
BDSU029,BDSU066,60.17043892
BDSU029,BDSU067,60.00383278
BDSU029,BDSU068,67.02644044
BDSU029,BDSU069,59.5210878
BDSU029,BDSU070,66.210841
BDSU029,BDSU071,44.30580897
BDSU029,BDSU072,73.29268002
BDSU029,BDSU073,51.84418745
BDSU029,BDSU074,170.1766048
BDSU029,BDSU075,171.8699294
BDSU029,BDSU076,44.13462539
BDSU029,BDSU077,84.55114637
BDSU029,BDSU078,31.57269489
BDSU029,BDSU079,55.5532785
BDSU030,BDSU001,280.669611
BDSU030,BDSU002,290.9643997
BDSU030,BDSU003,157.3522453
BDSU030,BDSU004,152.2982906
BDSU030,BDSU005,167.1510118
BDSU030,BDSU006,262.0805741
BDSU030,BDSU007,163.4294814
BDSU030,BDSU008,156.115309
BDSU030,BDSU009,155.2037158
BDSU030,BDSU010,272.0952708
BDSU030,BDSU011,163.1249365
BDSU030,BDSU012,257.5997289
BDSU030,BDSU013,234.4807241
BDSU030,BDSU014,154.6946227
BDSU030,BDSU015,149.4816887
BDSU030,BDSU016,155.5709347
BDSU030,BDSU017,103.1296346
BDSU030,BDSU018,150.6545718
BDSU030,BDSU019,
BDSU030,BDSU020,30.30631789
BDSU030,BDSU021,35.88272903
BDSU030,BDSU022,102.3859503
BDSU030,BDSU023,75.46200677
BDSU030,BDSU024,252.2985908
BDSU030,BDSU025,65.63870587
BDSU030,BDSU026,56.75431486
BDSU030,BDSU027,39.82577509
BDSU030,BDSU028,20.72204813
BDSU030,BDSU029,49.88868481
BDSU030,BDSU030,0
BDSU030,BDSU031,45.09555739
BDSU030,BDSU032,56.52028912
BDSU030,BDSU033,22.60812151
BDSU030,BDSU034,42.45388472
BDSU030,BDSU035,75.05835849
BDSU030,BDSU036,147.2529297
BDSU030,BDSU037,100.2488646
BDSU030,BDSU038,293.1702787
BDSU030,BDSU039,183.2936033
BDSU030,BDSU040,296.2101667
BDSU030,BDSU041,305.9872895
BDSU030,BDSU042,302.4290322
BDSU030,BDSU043,273.9701499
BDSU030,BDSU044,296.2314193
BDSU030,BDSU045,286.0741103
BDSU030,BDSU046,118.8547919
BDSU030,BDSU047,116.1689256
BDSU030,BDSU048,295.0697298
BDSU030,BDSU049,281.5282059
BDSU030,BDSU050,96.03495798
BDSU030,BDSU051,130.0525384
BDSU030,BDSU052,63.11506552
BDSU030,BDSU053,49.13945108
BDSU030,BDSU054,90.68628896
BDSU030,BDSU055,70.12421782
BDSU030,BDSU056,54.52436368
BDSU030,BDSU057,83.37449727
BDSU030,BDSU058,62.34031386
BDSU030,BDSU059,63.70253468
BDSU030,BDSU060,70.1379729
BDSU030,BDSU061,92.87789743
BDSU030,BDSU062,77.58476086
BDSU030,BDSU063,87.40108504
BDSU030,BDSU064,73.20850986
BDSU030,BDSU065,93.95275414
BDSU030,BDSU066,77.56451847
BDSU030,BDSU067,88.60484216
BDSU030,BDSU068,87.40108504
BDSU030,BDSU069,71.90518126
BDSU030,BDSU070,75.00867918
BDSU030,BDSU071,73.35123885
BDSU030,BDSU072,62.11830848
BDSU030,BDSU073,5.57260169
BDSU030,BDSU074,124.0472299
BDSU030,BDSU075,124.9014392
BDSU030,BDSU076,82.07247674
BDSU030,BDSU077,103.4899021
BDSU030,BDSU078,60.67243263
BDSU030,BDSU079,87.87316471
BDSU031,BDSU001,238.4035786
BDSU031,BDSU002,249.6959664
BDSU031,BDSU003,116.6718464
BDSU031,BDSU004,110.5015082
